"@timestamp","@version","@version.keyword","_id","_ignored","_index","_score",arch,"arch.keyword",command,"command.keyword",compCS,"compCS.keyword","dest_ip","dest_ip.keyword","DestPort (dest_port)",duplicate,duration,"duration.keyword",encCS,"encCS.keyword",eventid,"eventid.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.dma_code","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.dma_code","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword",hassh,"hassh.keyword",hasshAlgorithms,"hasshAlgorithms.keyword",host,"host.keyword",input,"input.keyword","ip_rep","ip_rep.keyword",kexAlgs,"kexAlgs.keyword",keyAlgs,"keyAlgs.keyword",langCS,"langCS.keyword",macCS,"macCS.keyword",message,"option_byte","option_name","option_name.keyword",password,"password.keyword",path,"path.keyword",protocol,"protocol.keyword",sensor,"sensor.keyword",session,"session.keyword",shasum,"shasum.keyword",size,"src_ip","src_ip.keyword","src_port","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,ttylog,"ttylog.keyword","Type (type)","type.keyword",username,"username.keyword",uuid,"uuid.keyword",version,"version.keyword"
"Sep 10, 2026 @ 04:55:05.484",1,1,K6KHiqABydgKB8xRiE71,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:13063 (192.168.16.2:23) [session: 47d057131120]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,47d057131120,47d057131120,"-","-","-","103.26.82.84","103.26.82.84",13063,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:55:05.484","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:54:57.538",1,1,KqKHiqABydgKB8xRaU6r,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:12733 (192.168.16.2:23) [session: 951652c89614]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,951652c89614,951652c89614,"-","-","-","103.26.82.84","103.26.82.84",12733,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:54:57.538","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:54:54.673",1,1,KKKHiqABydgKB8xRaU6M,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:12418 (192.168.16.2:23) [session: 37d9f00edfac]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,37d9f00edfac,37d9f00edfac,"-","-","-","103.26.82.84","103.26.82.84",12418,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:54:54.673","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:54:32.305",1,1,HqKGiqABydgKB8xRtE6O,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:13947 (192.168.16.2:23) [session: 69ab9aa0d7ef]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,69ab9aa0d7ef,69ab9aa0d7ef,"-","-","-","103.26.82.84","103.26.82.84",13947,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:54:32.305","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:54:20.553",1,1,F6KGiqABydgKB8xRhE7J,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:13610 (192.168.16.2:23) [session: ad76e3e8c5e2]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,ad76e3e8c5e2,ad76e3e8c5e2,"-","-","-","103.26.82.84","103.26.82.84",13610,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:54:20.553","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:54:03.025",1,1,FaKGiqABydgKB8xRXU7V,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:13280 (192.168.16.2:23) [session: c81e0aff3fbb]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,c81e0aff3fbb,c81e0aff3fbb,"-","-","-","103.26.82.84","103.26.82.84",13280,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:54:03.025","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:53:44.071",1,1,AaKGiqABydgKB8xRNk5s,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:12973 (192.168.16.2:23) [session: b3bdbe4b9398]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,b3bdbe4b9398,b3bdbe4b9398,"-","-","-","103.26.82.84","103.26.82.84",12973,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:53:44.071","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:53:31.538",1,1,8aKGiqABydgKB8xRIE2w,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:12674 (192.168.16.2:23) [session: 4f1d2a9406aa]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,4f1d2a9406aa,4f1d2a9406aa,"-","-","-","103.26.82.84","103.26.82.84",12674,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:53:31.538","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:53:19.422",1,1,5aKGiqABydgKB8xRHU0N,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:12350 (192.168.16.2:23) [session: 14e1704984e1]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,14e1704984e1,14e1704984e1,"-","-","-","103.26.82.84","103.26.82.84",12350,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:53:19.422","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:52:55.885",1,1,5KKGiqABydgKB8xRHU0N,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","103.26.82.84","31.578","POINT (74.3276 31.5826)","74.313",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 103.26.82.84:13858 (192.168.16.2:23) [session: 2d447038e974]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,2d447038e974,2d447038e974,"-","-","-","103.26.82.84","103.26.82.84",13858,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:52:55.885","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:46:59.764",1,1,"tKJ_iqABydgKB8xR1k1h","-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","8.427690744400024","8.427690744400024","-","-","cowrie.session.closed","cowrie.session.closed","Data Communication Business Group","Data Communication Business Group",3462,"Yongkang District","Yongkang District",AS,AS,TW,TW,TW,TW,Taiwan,Taiwan,"-","122.117.178.131","23.016","POINT (120.2591 23.0204)","120.25","-","-",TNN,TNN,Tainan,Tainan,"Asia/Taipei","Asia/Taipei","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 8 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,3efe1350b56f,3efe1350b56f,"-","-","-","122.117.178.131","122.117.178.131","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:46:59.764","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:46:52.414",1,1,"sqJ_iqABydgKB8xRqE0L","-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Data Communication Business Group","Data Communication Business Group",3462,"Yongkang District","Yongkang District",AS,AS,TW,TW,TW,TW,Taiwan,Taiwan,"-","122.117.178.131","23.016","POINT (120.2591 23.0204)","120.25","-","-",TNN,TNN,Tainan,Tainan,"Asia/Taipei","Asia/Taipei","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 122.117.178.131:33626 (192.168.16.2:23) [session: 3efe1350b56f]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,3efe1350b56f,3efe1350b56f,"-","-","-","122.117.178.131","122.117.178.131",33626,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:46:52.414","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:22:42.798",1,1,XaJpiqABydgKB8xRt0yo,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","6.348850250244141","6.348850250244141","-","-","cowrie.session.closed","cowrie.session.closed","Cablemas Telecomunicaciones SA de CV","Cablemas Telecomunicaciones SA de CV",28509,Cuernavaca,Cuernavaca,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"-","187.184.5.29","18.891","POINT (-99.1598 18.8972)","-99.187",62490,62490,MOR,MOR,Morelos,Morelos,"America/Mexico_City","America/Mexico_City","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 6 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,4fae6ab6857d,4fae6ab6857d,"-","-","-","187.184.5.29","187.184.5.29","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:22:42.798","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:22:37.007",1,1,WqJpiqABydgKB8xRt0yo,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cablemas Telecomunicaciones SA de CV","Cablemas Telecomunicaciones SA de CV",28509,Cuernavaca,Cuernavaca,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"-","187.184.5.29","18.891","POINT (-99.1598 18.8972)","-99.187",62490,62490,MOR,MOR,Morelos,Morelos,"America/Mexico_City","America/Mexico_City","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 187.184.5.29:55976 (192.168.16.2:23) [session: 4fae6ab6857d]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,4fae6ab6857d,4fae6ab6857d,"-","-","-","187.184.5.29","187.184.5.29",55976,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:22:37.007","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:21:18.132",1,1,RKJoiqABydgKB8xRPUwk,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","0.7199912071228027","0.7199912071228027","-","-","cowrie.session.closed","cowrie.session.closed","Cablemas Telecomunicaciones SA de CV","Cablemas Telecomunicaciones SA de CV",28509,Cuernavaca,Cuernavaca,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"-","187.184.5.29","18.891","POINT (-99.1598 18.8972)","-99.187",62490,62490,MOR,MOR,Morelos,Morelos,"America/Mexico_City","America/Mexico_City","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 0 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,b878d48e7aca,b878d48e7aca,"-","-","-","187.184.5.29","187.184.5.29","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:21:18.132","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
"Sep 10, 2026 @ 04:21:17.528",1,1,QKJoiqABydgKB8xRLkyb,"-","logstash-2026.09.10","-","-","-","-","-","-","-","192.168.16.2","192.168.16.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cablemas Telecomunicaciones SA de CV","Cablemas Telecomunicaciones SA de CV",28509,Cuernavaca,Cuernavaca,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"-","187.184.5.29","18.891","POINT (-99.1598 18.8972)","-99.187",62490,62490,MOR,MOR,Morelos,Morelos,"America/Mexico_City","America/Mexico_City","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",4f90441aabda,4f90441aabda,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 187.184.5.29:35258 (192.168.16.2:23) [session: b878d48e7aca]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,d7b052a5fac8,d7b052a5fac8,b878d48e7aca,b878d48e7aca,"-","-","-","187.184.5.29","187.184.5.29",35258,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 04:21:17.528","-","-",Cowrie,Cowrie,"-","-","2d9b4da5-acd0-11f1-8125-26362997a15f","2d9b4da5-acd0-11f1-8125-26362997a15f","-","-"
